Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
15.10,2,0.7907627905239342338899445068,0.793939646651674,0.793939646651674,0.791727094228672,0.791727094228672,0.0495395637516035,0.0772174796681850994163053459,0.0674995716543413094163053459,0.00971790801384379,2.4653355373615917750590067448,2.7896337664413758895299271644,3.613507112437415177108757623,187636500
15.11,2,0.7907508114527643880368009024,0.793927618718152,0.793927618718152,0.791715100549503,0.791715100549503,0.049538792185744,0.0772162888035164560091337024,0.0674951264433312760091337024,0.00972116236018518,2.4650824420968924710559781265,2.78990806857416692073266779,3.6131253024069819570363299231,187760700
15.12,2,0.7907389453520122033553861293,0.793915704136612,0.793915704136612,0.791703219978514,0.791703219978514,0.0495380256271394,0.0772151068989794805019956535,0.0674906862679825505019956535,0.00972442063099693,2.4648297473048946975837088075,2.7901827286093960765270569359,3.6127440618066909019853471795,187885000
15.13,2,0.7907270938515542847879910544,0.793903804503201,0.793903804503201,0.791691354025623,0.791691354025623,0.0495372682642118,0.0772139347061998562003990149,0.0674862518799208262003990149,0.00972768282627903,2.4645774741001612267098459962,2.7904586092014489023444848008,3.6123641569197270064340458936,188009300
15.14,2,0.7907152565793360696917600232,0.793891919471876,0.793891919471876,0.791679502318324,0.791679502318324,0.0495365208612756,0.0772127729769498240670191260,0.0674818240309184040670191260,0.00973094894603142,2.4643256436014505333149437381,2.790734824863689016590593446,3.6119847851823748965041092001,188133500
15.15,2,0.7907033322764302626790289623,0.793879947669606,0.793879947669606,0.791667563474206,0.791667563474206,0.0495357854566,0.0772116202103889953195453229,0.0674774012201348953195453229,0.0097342189902541,2.4640742123949296866537424022,2.7910113979499435437218830592,3.611605980213991775952379986,188257800
15.16,2,0.7906915225712693864455347541,0.793868090847754,0.793868090847754,0.79165573936758,0.79165573936758,0.0495350550056478,0.0772104764072927052117134871,0.0674729834483455752117134871,0.00973749295894713,2.4638231800848785940024937544,2.7912883283393195574680493731,3.6112277411071730531127520465,188382100
15.17,2,0.7906798270903628296928193875,0.793856348685047,0.793856348685047,0.7916440296245,0.7916440296245,0.0495343310233184,0.0772093430704250544273824328,0.0674685722183145344273824328,0.00974077085211052,2.4635725893043828654503564065,2.7915664672271128354239110235,3.6108508169864690054797533971,188506300
15.18,2,0.7906680445776731614670742010,0.793844519750388,0.793844519750388,0.791632232743506,0.791632232743506,0.0495336190417586,0.0772082186987190404473326322,0.0674641660289748404473326322,0.0097440526697442,2.4633223966331195702520707223,2.7918440892721641187974387952,3.6104736723703344991897047918,188630600
15.19,2,0.7906561762865934626342622487,0.793832605324171,0.793832605324171,0.791620349979519,0.791620349979519,0.049532919768555,0.0772071040440153811409176024,0.0674597656321672111409176024,0.00974733841184817,2.4630726231918100480795861907,2.7921229307161010171068693082,3.6100978582387365186051811306,188754800
15.20,2,0.7906444219630064675996358822,0.793820805300278,0.793820805300278,0.791608581322003,0.791608581322003,0.049532226975705,0.0772059998583011129688079854,0.0674553717798786229688079854,0.00975062807842249,2.4628232901053627738134568592,2.7924021063067243934813736917,3.6097225718453290851834442617,188879100
15.21,2,0.7906327812329498763441198619,0.793809119225908,0.793809119225908,0.79159692639654,0.79159692639654,0.0495315384252165,0.0772049038891450704282251884,0.0674509822196779004282251884,0.00975392166946717,2.4625743324284505195213299359,2.7926816497353181681414555759,3.6093478640777446401555884045,189003400
15.22,2,0.7906211547205540827780329260,0.79379744774329,0.79379744774329,0.791585285706076,0.791585285706076,0.0495308598423053,0.0772038183907390471713596841,0.0674465992057569071713596841,0.00975721918498214,2.4623258143209831924794571897,2.7929615270364884639541196342,3.6089736822169548600697474835,189127600
15.23,2,0.7906093401745697309619084314,0.793785588399276,0.793785588399276,0.791573456752723,0.791573456752723,0.0495301960427643,0.0772027411104295027487288023,0.0674422204854621127487288023,0.00976052062496739,2.4620776708312621323597881046,2.7932426455030282070213152264,3.6086008618864094939424081625,189251900
15.24,2,0.7905977402196089635568229524,0.793773944142574,0.793773944142574,0.79156184265208,0.79156184265208,0.0495295352111,0.0772016743026275941665735036,0.0674378483132045941665735036,0.009763825989423,2.4618299661254772464385744523,2.7935232239495220185062912481,3.6082277809202443707471817869,189376200
15.25,2,0.7905860554783824323465893439,0.793762215387224,0.793762215387224,0.791550143661777,0.791550143661777,0.0495288870583259,0.0772006172170319839557992701,0.0674334819386830139557992701,0.00976713527834897,2.4615826782911556039705565989,2.7938050206248879915535169534,3.6078560251645481948586682585,189500400
15.26,2,0.7905744817024961882570085139,0.793750597977963,0.793750597977963,0.791538555772132,0.791538555772132,0.0495282439944873,0.0771995691031942979242936610,0.0674291206114490779242936610,0.00977044849174522,2.4613357854116028150448931513,2.7940871731231273793593412684,3.6074848262349857183813811642,189624700
15.27,2,0.7905629225151413606059164252,0.793738995505485,0.793738995505485,0.791526982488809,0.791526982488809,0.0495276101388547,0.0771985307132394035436348706,0.0674247650836276435436348706,0.00977376562961176,2.4610893086156802193335335992,2.794370543404493591378932841,3.6071149507858965049143312368,189749000
15.28,2,0.7905512775376138491696394921,0.79372730752993,0.79372730752993,0.791515323310696,0.791515323310696,0.0495269889997384,0.0771975020480400354398200636,0.0674204153560913754398200636,0.00977708669194866,2.4608432475104620212998228686,2.794653384496569900913727177,3.6067448282289460580436931663,189873200
15.29,2,0.7905396455243673498988166130,0.793715632813529,0.793715632813529,0.791503677112673,0.791503677112673,0.0495263756253778,0.0771964816056038875242223186,0.0674160699268479675242223186,0.00978041167875592,2.4605975586491081282200127273,2.7949365923389875113171129734,3.606375277004258243106058813,189997500
15.30,2,0.7905282267183554655709408077,0.793704171799992,0.793704171799992,0.791492244381882,0.791492244381882,0.0495257652725577,0.0771954716409901720872732905,0.0674117310509567120872732905,0.00978374059003346,2.4603523062163827445574481036,2.7952210061074912058808790178,3.6060070292989559201727483721,190121700
15.31,2,0.7905166218759233578798249478,0.793692524949888,0.793692524949888,0.791480625387807,0.791480625387807,0.0495251703905555,0.0771944706521671485992509858,0.0674073972263858585992509858,0.00978707342578129,2.4601074467643100480055898845,2.7955057749571853905288601645,3.6056393338584791540726537326,190246000
15.32,2,0.7905050296179014818281595153,0.793680891031371,0.793680891031371,0.791469018993489,0.791469018993489,0.0495245847909935,0.0771934793914357437203346270,0.0674030692054361937203346270,0.00979041018599955,2.4598630014267956754234807174,2.7957908874281416494656863356,3.6052721724819072819827123638,190370300
15.33,2,0.7904936515632442956375126201,0.79366947178632,0.79366947178632,0.791457627063747,0.791457627063747,0.0495240014297588,0.0771924978596638642204661939,0.0673987469889758442204661939,0.00979375087068802,2.459618969810780966483070092,2.7960763433799792778507536151,3.6049055442401521742371476528,190494500
15.34,2,0.7904821864711205002687505452,0.793657965737855,0.793657965737855,0.791446147990401,0.791446147990401,0.0495234293313792,0.0771915245544907404729975622,0.0673944290746438904729975622,0.00979709547984685,2.4593753084588672608563074949,2.7963621653606263004952224448,3.6045394827550501697945331717,190618800
15.35,2,0.7904707339609552381240374366,0.79364647264484,0.79364647264484,0.791434681514356,0.791434681514356,0.04952286726917,0.0771905617315128771121242419,0.0673901177180368371121242419,0.00980044401347604,2.4591320815712030334237469726,2.7966491922467966186053227602,3.6041747203365783470623894735,190743100
15.36,2,0.7904591946503040258337658475,0.793634893011821,0.793634893011821,0.791423128131975,0.791423128131975,0.0495223172142752,0.0771896078883322835310558289,0.0673858114167567635310558289,0.00980379647157552,2.4588892456893310562530357353,2.7969365734650125372157027434,3.6038105055921504465172542015,190867300
15.37,2,0.7904478693011504743670267599,0.793623527784135,0.793623527784135,0.79141178897201,0.79141178897201,0.0495217686582079,0.0771886630257043282300554693,0.0673815101715590482300554693,0.00980715285414528,2.4586468004169669662032164277,2.7972243088884034818160076939,3.6034468375898707439255693563,190991600
15.38,2,0.7904364581489571308321116455,0.793612077040788,0.793612077040788,0.791400363904371,0.791400363904371,0.0495212328274083,0.0771877278961386792478409075,0.0673772147349532192478409075,0.00981051316118546,2.4584047668939863733634476591,2.797512387026087732258834368,3.6030836981183249453315466442,191115800
